"ID","river.id","sample.type","location.id","sampling.type","replicate.id","original.id","Date","Start_Time","Time_zone","Stream_Name","Stream_Order","City","State_or_Province","Country","General_Vegetation","Weather","Hydrogeomorphology","River_Gradient","Intermittent_or_Perennial","Sediment","Distance_DS.and.MS_meters","Distance_MS.and.US_meters","Primary.Sources.Flow.Variation","pH","Temp_degC","DO_perc.sat","DO_mg.per.L","Algal.Mat.Coverage","Depositional.Type","Latitude_dec.deg","Longitude_dec.deg","Macrophyte.Coverage","Sunlight.Access_Perc.Canopy.Cover","Water.Column.Height_cm","Sampler_Organization","Associated_Site","Sampler_Name","Approx.Distance.From.Gauge_meters","Discharge_Link","US.or.DS.of.Gauge","Gauge_Latitude_dec.deg","Gauge_Longitude_dec.deg","Met.Station.Nearby","Met.Station","Precipitation.Within.Week","Number.Days.Since.Precip","Dam.Upstream.Site","Dam","Contamination.Source.Upstream","Contamination.Source","Water.Quality.Data.Available","Water.Quality.Data","Known.Data","Published.Work.On.Site","Published.Work","Notes","Study_Code","resprate_mg.L.h","resp.inc.time.min","resp.r2","resp.pval","NPOC_mg.L.asC","del2H_permil","del18O_permil","Cl_mgL","SO4_mgL","NO3_mgL","NO2_mgL","F_mgL"
"SED_S19S.0060_U_Field","S19S.0060","SED","U","Field",NA,"S19S_0060_Sed_Field_ICR.U_p2","19-Aug-19","14:30","PDT","Yakima River","7","Benton City","Washington","USA","Broadleaf deciduous tree. Grass","Sunny","Single-channel straight","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","15.3","17.1","Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping",NA,NA,NA,NA,"Low","Shallow waters near the shore","46.2530248","-119.4772256","High","Full sunlight (0-20% canopy cover)","52","Washington State University Tri-Cities",NA,"Sarah Roley and Aaron Pelly","60","https://waterdata.usgs.gov/nwis/uv?site_no=12510500","Downstream","46.2536111","-119.4769444","Yes","https://weather.wsu.edu/?p=93050 (Benton E.)","No",NA,"Yes. multiple","27000 (Prosser Dam)","No","The river flows through agricultural and urban areas. but other than that we don't know of any contamination sources.","Yes","Dissolved Oxygen. pH. Turbidity. NO3+NO2","SpC: 230-310 (from same USGS gage)","No","Not that we know of.","Sunny and hot; Acid not visible in orange-top Falcon tubes; Only one RNALater sediment tube filled.","WHONDRS_S19S",1.12,111,0.993,0.001,6.2,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0060_U_1","S19S.0060","SW","U",NA,"1","S19S_0060_ICR.1_p05","19-Aug-19","14:30","PDT","Yakima River","7","Benton City","Washington","USA","Broadleaf deciduous tree. Grass","Sunny","Single-channel straight","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","15.3","17.1","Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping","8","25.6","161.9","13.31",NA,NA,NA,NA,NA,NA,NA,"Washington State University Tri-Cities",NA,"Sarah Roley and Aaron Pelly","60","https://waterdata.usgs.gov/nwis/uv?site_no=12510500","Downstream","46.2536111","-119.4769444","Yes","https://weather.wsu.edu/?p=93050 (Benton E.)","No",NA,"Yes. multiple","27000 (Prosser Dam)","No","The river flows through agricultural and urban areas. but other than that we don't know of any contamination sources.","Yes","Dissolved Oxygen. pH. Turbidity. NO3+NO2","SpC: 230-310 (from same USGS gage)","No","Not that we know of.","Sunny and hot; Acid not visible in orange-top Falcon tubes; Only one RNALater sediment tube filled.","WHONDRS_S19S",NA,NA,NA,NA,1.48,-96.9,-12.76,8.63,16.44,5.69,0.04,0.15
"SW_S19S.0060_U_2","S19S.0060","SW","U",NA,"2","S19S_0060_ICR.2_p05","19-Aug-19","14:30","PDT","Yakima River","7","Benton City","Washington","USA","Broadleaf deciduous tree. Grass","Sunny","Single-channel straight","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","15.3","17.1","Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping","8","25.6","161.9","13.31",NA,NA,NA,NA,NA,NA,NA,"Washington State University Tri-Cities",NA,"Sarah Roley and Aaron Pelly","60","https://waterdata.usgs.gov/nwis/uv?site_no=12510500","Downstream","46.2536111","-119.4769444","Yes","https://weather.wsu.edu/?p=93050 (Benton E.)","No",NA,"Yes. multiple","27000 (Prosser Dam)","No","The river flows through agricultural and urban areas. but other than that we don't know of any contamination sources.","Yes","Dissolved Oxygen. pH. Turbidity. NO3+NO2","SpC: 230-310 (from same USGS gage)","No","Not that we know of.","Sunny and hot; Acid not visible in orange-top Falcon tubes; Only one RNALater sediment tube filled.","WHONDRS_S19S",NA,NA,NA,NA,1.26,NA,NA,8.64,16.82,5.04,0.04,0.15
"SW_S19S.0060_U_3","S19S.0060","SW","U",NA,"3","S19S_0060_ICR.3_p05","19-Aug-19","14:30","PDT","Yakima River","7","Benton City","Washington","USA","Broadleaf deciduous tree. Grass","Sunny","Single-channel straight","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","15.3","17.1","Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping","8","25.6","161.9","13.31",NA,NA,NA,NA,NA,NA,NA,"Washington State University Tri-Cities",NA,"Sarah Roley and Aaron Pelly","60","https://waterdata.usgs.gov/nwis/uv?site_no=12510500","Downstream","46.2536111","-119.4769444","Yes","https://weather.wsu.edu/?p=93050 (Benton E.)","No",NA,"Yes. multiple","27000 (Prosser Dam)","No","The river flows through agricultural and urban areas. but other than that we don't know of any contamination sources.","Yes","Dissolved Oxygen. pH. Turbidity. NO3+NO2","SpC: 230-310 (from same USGS gage)","No","Not that we know of.","Sunny and hot; Acid not visible in orange-top Falcon tubes; Only one RNALater sediment tube filled.","WHONDRS_S19S",NA,NA,NA,NA,1.46,NA,NA,8.58,16.18,5.05,0.04,0.14
"SED_S19S.0061_D_Field","S19S.0061","SED","D","Field",NA,"S19S_0061_Sed_Field_ICR.D_p2","12-Aug-19","9:00","CST","Black Earth Creek","1","Cross Plains","Wisconsin","USA","Shrub. Grass","Overcast","Single-channel straight","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","11.8","23.1","Natural flow (seasonal)",NA,NA,NA,NA,"No","Shallow waters near the shore","43.1095","-89.6407","Low","Accessible direct sunlight (20-50% canopy cover)","78","University of Wisconsin. Madison Center for Limnology","NSF Long Term Ecological Research (LTER) site: North Temperate Lakes","Sam Blackburn","0","https://waterdata.usgs.gov/wi/nwis/uv?cb_00010=on&cb_00060=on&cb_00065=on&cb_00095=on&cb_00300=on&cb_63680=on&format=gif_default&site_no=05406457&period=7&begin_date=2018-03-07&end_date=2018-03-14",NA,"43.1096","-89.6407","No",NA,"Yes","1","No",NA,"No",NA,"Yes","DOC. TP. TN. SRP. NO3. NH4. Cl. SO4",NA,"Yes","https://pubs.er.usgs.gov/publication/sir20165091",NA,"WHONDRS_S19S",NA,NA,NA,NA,17.25,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0061_M_Field","S19S.0061","SED","M","Field",NA,"S19S_0061_Sed_Field_ICR.M_p2","12-Aug-19","9:00","CST","Black Earth Creek","1","Cross Plains","Wisconsin","USA","Shrub. Grass","Overcast","Single-channel straight","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","11.8","23.1","Natural flow (seasonal)",NA,NA,NA,NA,"No","Shallow waters near the shore","43.1095","-89.6405","Low","Partial direct sunlight (50-80% canopy cover)","42","University of Wisconsin. Madison Center for Limnology","NSF Long Term Ecological Research (LTER) site: North Temperate Lakes","Sam Blackburn","0","https://waterdata.usgs.gov/wi/nwis/uv?cb_00010=on&cb_00060=on&cb_00065=on&cb_00095=on&cb_00300=on&cb_63680=on&format=gif_default&site_no=05406457&period=7&begin_date=2018-03-07&end_date=2018-03-14",NA,"43.1096","-89.6407","No",NA,"Yes","1","No",NA,"No",NA,"Yes","DOC. TP. TN. SRP. NO3. NH4. Cl. SO4",NA,"Yes","https://pubs.er.usgs.gov/publication/sir20165091",NA,"WHONDRS_S19S",NA,NA,NA,NA,21.79,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0061_U_Field","S19S.0061","SED","U","Field",NA,"S19S_0061_Sed_Field_ICR.U_p15","12-Aug-19","9:00","CST","Black Earth Creek","1","Cross Plains","Wisconsin","USA","Shrub. Grass","Overcast","Single-channel straight","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","11.8","23.1","Natural flow (seasonal)",NA,NA,NA,NA,"No","Shallow waters near the shore","43.1091","-89.6403","High","Full sunlight (0-20% canopy cover)","55","University of Wisconsin. Madison Center for Limnology","NSF Long Term Ecological Research (LTER) site: North Temperate Lakes","Sam Blackburn","0","https://waterdata.usgs.gov/wi/nwis/uv?cb_00010=on&cb_00060=on&cb_00065=on&cb_00095=on&cb_00300=on&cb_63680=on&format=gif_default&site_no=05406457&period=7&begin_date=2018-03-07&end_date=2018-03-14",NA,"43.1096","-89.6407","No",NA,"Yes","1","No",NA,"No",NA,"Yes","DOC. TP. TN. SRP. NO3. NH4. Cl. SO4",NA,"Yes","https://pubs.er.usgs.gov/publication/sir20165091",NA,"WHONDRS_S19S",NA,NA,NA,NA,44.52,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0061_U_1","S19S.0061","SW","U",NA,"1","S19S_0061_ICR.1_p05","12-Aug-19","9:00","CST","Black Earth Creek","1","Cross Plains","Wisconsin","USA","Shrub. Grass","Overcast","Single-channel straight","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","11.8","23.1","Natural flow (seasonal)","7.5","16.9","78","7.56",NA,NA,NA,NA,NA,NA,NA,"University of Wisconsin. Madison Center for Limnology","NSF Long Term Ecological Research (LTER) site: North Temperate Lakes","Sam Blackburn","0","https://waterdata.usgs.gov/wi/nwis/uv?cb_00010=on&cb_00060=on&cb_00065=on&cb_00095=on&cb_00300=on&cb_63680=on&format=gif_default&site_no=05406457&period=7&begin_date=2018-03-07&end_date=2018-03-14",NA,"43.1096","-89.6407","No",NA,"Yes","1","No",NA,"No",NA,"Yes","DOC. TP. TN. SRP. NO3. NH4. Cl. SO4",NA,"Yes","https://pubs.er.usgs.gov/publication/sir20165091",NA,"WHONDRS_S19S",NA,NA,NA,NA,3,-49.2,-7.5,28.24,11.81,9.84,0.08,0.08
"SW_S19S.0061_U_2","S19S.0061","SW","U",NA,"2","S19S_0061_ICR.2_p05","12-Aug-19","9:00","CST","Black Earth Creek","1","Cross Plains","Wisconsin","USA","Shrub. Grass","Overcast","Single-channel straight","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","11.8","23.1","Natural flow (seasonal)","7.5","16.9","78","7.56",NA,NA,NA,NA,NA,NA,NA,"University of Wisconsin. Madison Center for Limnology","NSF Long Term Ecological Research (LTER) site: North Temperate Lakes","Sam Blackburn","0","https://waterdata.usgs.gov/wi/nwis/uv?cb_00010=on&cb_00060=on&cb_00065=on&cb_00095=on&cb_00300=on&cb_63680=on&format=gif_default&site_no=05406457&period=7&begin_date=2018-03-07&end_date=2018-03-14",NA,"43.1096","-89.6407","No",NA,"Yes","1","No",NA,"No",NA,"Yes","DOC. TP. TN. SRP. NO3. NH4. Cl. SO4",NA,"Yes","https://pubs.er.usgs.gov/publication/sir20165091",NA,"WHONDRS_S19S",NA,NA,NA,NA,2.35,NA,NA,27.15,11.34,9.46,0.08,0.09
"SW_S19S.0061_U_3","S19S.0061","SW","U",NA,"3","S19S_0061_ICR.3_p05","12-Aug-19","9:00","CST","Black Earth Creek","1","Cross Plains","Wisconsin","USA","Shrub. Grass","Overcast","Single-channel straight","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","11.8","23.1","Natural flow (seasonal)","7.5","16.9","78","7.56",NA,NA,NA,NA,NA,NA,NA,"University of Wisconsin. Madison Center for Limnology","NSF Long Term Ecological Research (LTER) site: North Temperate Lakes","Sam Blackburn","0","https://waterdata.usgs.gov/wi/nwis/uv?cb_00010=on&cb_00060=on&cb_00065=on&cb_00095=on&cb_00300=on&cb_63680=on&format=gif_default&site_no=05406457&period=7&begin_date=2018-03-07&end_date=2018-03-14",NA,"43.1096","-89.6407","No",NA,"Yes","1","No",NA,"No",NA,"Yes","DOC. TP. TN. SRP. NO3. NH4. Cl. SO4",NA,"Yes","https://pubs.er.usgs.gov/publication/sir20165091",NA,"WHONDRS_S19S",NA,NA,NA,NA,2.59,NA,NA,26.34,10.88,9.53,0.08,0.09
"SED_S19S.0062_D_Field","S19S.0062","SED","D","Field",NA,"S19S_0062_Sed_Field_ICR.D_p15","13-Aug-19","12:45","MST","Gunnison River","5","Gunnison","Colorado","USA","Broadleaf deciduous tree. Shrub","Partly cloudy","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","9.5","14","Natural flow (seasonal)",NA,NA,NA,NA,"No","Inside bend of a stream","38.544583","-106.950417","No","Full sunlight (0-20% canopy cover)","36","Oregon State University",NA,"Byron Crump & Ted Bambakidis","150","https://waterdata.usgs.gov/co/nwis/uv?site_no=09114500","Upstream","38.541944","-106.949167","Yes","https://w1.weather.gov/data/obhistory/KGUC.html","Yes","4","Yes one","Taylor Park Dam","No",NA,NA,NA,NA,NA,NA,NA,"WHONDRS_S19S",0.1,649,0.619,0.001,5.45,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0062_M_Field","S19S.0062","SED","M","Field",NA,"S19S_0062_Sed_Field_ICR.M_p15","13-Aug-19","12:45","MST","Gunnison River","5","Gunnison","Colorado","USA","Broadleaf deciduous tree. Shrub","Partly cloudy","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","9.5","14","Natural flow (seasonal)",NA,NA,NA,NA,"No","Inside bend of a stream","38.544667","-106.950472","No","Full sunlight (0-20% canopy cover)","42","Oregon State University",NA,"Byron Crump & Ted Bambakidis","150","https://waterdata.usgs.gov/co/nwis/uv?site_no=09114500","Upstream","38.541944","-106.949167","Yes","https://w1.weather.gov/data/obhistory/KGUC.html","Yes","4","Yes one","Taylor Park Dam","No",NA,NA,NA,NA,NA,NA,NA,"WHONDRS_S19S",6.32,40,1,NA,8.54,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0062_U_Field","S19S.0062","SED","U","Field",NA,"S19S_0062_Sed_Field_ICR.U_p15","13-Aug-19","12:45","MST","Gunnison River","5","Gunnison","Colorado","USA","Broadleaf deciduous tree. Shrub","Partly cloudy","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","9.5","14","Natural flow (seasonal)",NA,NA,NA,NA,"No","Inside bend of a stream","38.544778","-106.950056","No","Full sunlight (0-20% canopy cover)","40","Oregon State University",NA,"Byron Crump & Ted Bambakidis","150","https://waterdata.usgs.gov/co/nwis/uv?site_no=09114500","Upstream","38.541944","-106.949167","Yes","https://w1.weather.gov/data/obhistory/KGUC.html","Yes","4","Yes one","Taylor Park Dam","No",NA,NA,NA,NA,NA,NA,NA,"WHONDRS_S19S",0.1,648,0.491,0.001,6.47,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0062_U_1","S19S.0062","SW","U",NA,"1","S19S_0062_ICR.1_p05","13-Aug-19","12:45","MST","Gunnison River","5","Gunnison","Colorado","USA","Broadleaf deciduous tree. Shrub","Partly cloudy","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","9.5","14","Natural flow (seasonal)","7.5","14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon State University",NA,"Byron Crump & Ted Bambakidis","150","https://waterdata.usgs.gov/co/nwis/uv?site_no=09114500","Upstream","38.541944","-106.949167","Yes","https://w1.weather.gov/data/obhistory/KGUC.html","Yes","4","Yes one","Taylor Park Dam","No",NA,NA,NA,NA,NA,NA,NA,"WHONDRS_S19S",NA,NA,NA,NA,1.4,-123.2,-16.81,0.9,13.78,0.12,0.04,0.11
"SW_S19S.0062_U_2","S19S.0062","SW","U",NA,"2","S19S_0062_ICR.2_p05","13-Aug-19","12:45","MST","Gunnison River","5","Gunnison","Colorado","USA","Broadleaf deciduous tree. Shrub","Partly cloudy","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","9.5","14","Natural flow (seasonal)","7.5","14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon State University",NA,"Byron Crump & Ted Bambakidis","150","https://waterdata.usgs.gov/co/nwis/uv?site_no=09114500","Upstream","38.541944","-106.949167","Yes","https://w1.weather.gov/data/obhistory/KGUC.html","Yes","4","Yes one","Taylor Park Dam","No",NA,NA,NA,NA,NA,NA,NA,"WHONDRS_S19S",NA,NA,NA,NA,1.86,NA,NA,0.44,4.94,0.12,0.04,0.07
"SW_S19S.0062_U_3","S19S.0062","SW","U",NA,"3","S19S_0062_ICR.3_p05","13-Aug-19","12:45","MST","Gunnison River","5","Gunnison","Colorado","USA","Broadleaf deciduous tree. Shrub","Partly cloudy","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","9.5","14","Natural flow (seasonal)","7.5","14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon State University",NA,"Byron Crump & Ted Bambakidis","150","https://waterdata.usgs.gov/co/nwis/uv?site_no=09114500","Upstream","38.541944","-106.949167","Yes","https://w1.weather.gov/data/obhistory/KGUC.html","Yes","4","Yes one","Taylor Park Dam","No",NA,NA,NA,NA,NA,NA,NA,"WHONDRS_S19S",NA,NA,NA,NA,1.84,NA,NA,0.87,13.59,0.12,0.04,0.11
"SED_S19S.0063_D_Field","S19S.0063","SED","D","Field",NA,"S19S_0063_Sed_Field_ICR.D_p15","12-Aug-19","10:00","CST","Lower Colorado ","6","Austin ","Texas","USA ","Broadleaf evergreen tree. Broadleaf deciduous tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","10","13","Dam (hydropower or other)",NA,NA,NA,NA,"No","Inside bend of a stream","30.250335","-97.709399","Low","Full sunlight (0-20% canopy cover)","20","UT Austin ",NA,"Stephen Ferencz & Anna Turetcaia","3000","https://waterdata.usgs.gov/nwis/uv?site_no=08158000","Upstream","30.24614","-97.68006","Yes","Austin Bergstrom Airport - https://www.wunderground.com/history/weekly/us/tx/austin/KAUS","No",NA,"Yes multiple","450. Longhorn Dam ","No",NA,NA,NA,"Data for site  12 km downstream. SpC range 400-1000 depending on river conditions. The SpC is high at low flow conditions when the dam isn't releasing water. Much of the high SpC is due to high salinity effluent from a waste treatment plant that is several km downstream from the sampling site but upstream of the site 12 km from the dam where published studies have been conducted. 

https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324","Yes","https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324","For access reasons we sampled 3 km from the USGS gauging station. I have extensive experience working in the upper 20 km of the Lower Colorado downstream from Longhorn Dam. and can confirm that the conditions at our sampling site are representative of the river conditions near the USGS gauge. There are no major inflows between the sampling site and the USGS gauge so river conditions at the gauge are also representative of conditions at the sampling site. ","WHONDRS_S19S",0.39,122,0.876,0.001,14.32,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0063_M_Field","S19S.0063","SED","M","Field",NA,"S19S_0063_Sed_Field_ICR.M_p2","12-Aug-19","10:00","CST","Lower Colorado ","6","Austin ","Texas","USA ","Broadleaf evergreen tree. Broadleaf deciduous tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","10","13","Dam (hydropower or other)",NA,NA,NA,NA,"No","Inside bend of a stream","30.250384","-97.70953","Low","Full sunlight (0-20% canopy cover)","35","UT Austin ",NA,"Stephen Ferencz & Anna Turetcaia","3000","https://waterdata.usgs.gov/nwis/uv?site_no=08158000","Upstream","30.24614","-97.68006","Yes","Austin Bergstrom Airport - https://www.wunderground.com/history/weekly/us/tx/austin/KAUS","No",NA,"Yes multiple","450. Longhorn Dam ","No",NA,NA,NA,"Data for site  12 km downstream. SpC range 400-1000 depending on river conditions. The SpC is high at low flow conditions when the dam isn't releasing water. Much of the high SpC is due to high salinity effluent from a waste treatment plant that is several km downstream from the sampling site but upstream of the site 12 km from the dam where published studies have been conducted. 

https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324","Yes","https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324","For access reasons we sampled 3 km from the USGS gauging station. I have extensive experience working in the upper 20 km of the Lower Colorado downstream from Longhorn Dam. and can confirm that the conditions at our sampling site are representative of the river conditions near the USGS gauge. There are no major inflows between the sampling site and the USGS gauge so river conditions at the gauge are also representative of conditions at the sampling site. ","WHONDRS_S19S",0.64,113,0.983,0.001,5.03,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0063_U_Field","S19S.0063","SED","U","Field",NA,"S19S_0063_Sed_Field_ICR.U_p2","12-Aug-19","10:00","CST","Lower Colorado ","6","Austin ","Texas","USA ","Broadleaf evergreen tree. Broadleaf deciduous tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","10","13","Dam (hydropower or other)",NA,NA,NA,NA,"No","Inside bend of a stream","30.250278","-97.709566","Low","Full sunlight (0-20% canopy cover)","40","UT Austin ",NA,"Stephen Ferencz & Anna Turetcaia","3000","https://waterdata.usgs.gov/nwis/uv?site_no=08158000","Upstream","30.24614","-97.68006","Yes","Austin Bergstrom Airport - https://www.wunderground.com/history/weekly/us/tx/austin/KAUS","No",NA,"Yes multiple","450. Longhorn Dam ","No",NA,NA,NA,"Data for site  12 km downstream. SpC range 400-1000 depending on river conditions. The SpC is high at low flow conditions when the dam isn't releasing water. Much of the high SpC is due to high salinity effluent from a waste treatment plant that is several km downstream from the sampling site but upstream of the site 12 km from the dam where published studies have been conducted. 

https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324","Yes","https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324","For access reasons we sampled 3 km from the USGS gauging station. I have extensive experience working in the upper 20 km of the Lower Colorado downstream from Longhorn Dam. and can confirm that the conditions at our sampling site are representative of the river conditions near the USGS gauge. There are no major inflows between the sampling site and the USGS gauge so river conditions at the gauge are also representative of conditions at the sampling site. ","WHONDRS_S19S",0.52,114,0.836,0.002,3.43,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0063_U_1","S19S.0063","SW","U",NA,"1","S19S_0063_ICR.1_p05","12-Aug-19","10:00","CST","Lower Colorado ","6","Austin ","Texas","USA ","Broadleaf evergreen tree. Broadleaf deciduous tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","10","13","Dam (hydropower or other)","7.5","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UT Austin ",NA,"Stephen Ferencz & Anna Turetcaia","3000","https://waterdata.usgs.gov/nwis/uv?site_no=08158000","Upstream","30.24614","-97.68006","Yes","Austin Bergstrom Airport - https://www.wunderground.com/history/weekly/us/tx/austin/KAUS","No",NA,"Yes multiple","450. Longhorn Dam ","No",NA,NA,NA,"Data for site  12 km downstream. SpC range 400-1000 depending on river conditions. The SpC is high at low flow conditions when the dam isn't releasing water. Much of the high SpC is due to high salinity effluent from a waste treatment plant that is several km downstream from the sampling site but upstream of the site 12 km from the dam where published studies have been conducted. 

https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324","Yes","https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324","For access reasons we sampled 3 km from the USGS gauging station. I have extensive experience working in the upper 20 km of the Lower Colorado downstream from Longhorn Dam. and can confirm that the conditions at our sampling site are representative of the river conditions near the USGS gauge. There are no major inflows between the sampling site and the USGS gauge so river conditions at the gauge are also representative of conditions at the sampling site. ","WHONDRS_S19S",NA,NA,NA,NA,2.18,-19.5,-2.72,29.88,29.2,1.85,0.04,0.17
"SW_S19S.0063_U_2","S19S.0063","SW","U",NA,"2","S19S_0063_ICR.2_p05","12-Aug-19","10:00","CST","Lower Colorado ","6","Austin ","Texas","USA ","Broadleaf evergreen tree. Broadleaf deciduous tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","10","13","Dam (hydropower or other)","7.5","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UT Austin ",NA,"Stephen Ferencz & Anna Turetcaia","3000","https://waterdata.usgs.gov/nwis/uv?site_no=08158000","Upstream","30.24614","-97.68006","Yes","Austin Bergstrom Airport - https://www.wunderground.com/history/weekly/us/tx/austin/KAUS","No",NA,"Yes multiple","450. Longhorn Dam ","No",NA,NA,NA,"Data for site  12 km downstream. SpC range 400-1000 depending on river conditions. The SpC is high at low flow conditions when the dam isn't releasing water. Much of the high SpC is due to high salinity effluent from a waste treatment plant that is several km downstream from the sampling site but upstream of the site 12 km from the dam where published studies have been conducted. 

https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324","Yes","https://link.springer.com/article/10.1007/s10040-016-1365-3
https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.7324","For access reasons we sampled 3 km from the USGS gauging station. I have extensive experience working in the upper 20 km of the Lower Colorado downstream from Longhorn Dam. and can confirm that the conditions at our sampling site are representative of the river conditions near the USGS gauge. There are no major inflows between the sampling site and the USGS gauge so river conditions at the gauge are also representative of conditions at the sampling site. ","WHONDRS_S19S",NA,NA,NA,NA,1.9,NA,NA,28.28,27.58,1.75,0.04,0.18
