Study_Code,Sample_ID,Date,Start_Time,Time_zone,Sampler_Organization,Associated_Site,Sampler_Name,Stream_Name,Stream_Order,City,State_or_Province,Country,General_Vegetation,Weather,Hydrogeomorphology,River_Gradient,Intermittent_or_Perennial,Sediment,Distance_DS.and.MS_meters,Distance_MS.and.US_meters,US_Latitude_dec.deg,US_Longitude_dec.deg,US_Water.Column.Height_cm,US_Depositional.Type,US_Algal.Mat.Coverage,US_Macrophyte.Coverage,US_Sunlight.Access_Perc.Canopy.Cover,MS_Latitude_dec.deg,MS_Longitude_dec.deg,MS_Water.Column.Height_cm,MS_Depositional.Type,MS_Algal.Mat.Coverage,MS_Macrophyte.Coverage,MS_Sunlight.Access_Perc.Canopy.Cover,DS_Latitude_dec.deg,DS_Longitude_dec.deg,DS_Water.Column.Height_cm,DS_Depositional.Type,DS_Algal.Mat.Coverage,DS_Macrophyte.Coverage,DS_Sunlight.Access_Perc.Canopy.Cover,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,Approx.Distance.From.Gauge_meters,Discharge_Link,US.or.DS.of.Gauge,Gauge_Latitude_dec.deg,Gauge_Longitude_dec.deg,Primary.Sources.Flow.Variation,Met.Station.Nearby,Met.Station,Precipitation.Within.Week,Number.Days.Since.Precip,Dam.Upstream.Site,Dam,Contamination.Source.Upstream,Contamination.Source,Water.Quality.Data.Available,Water.Quality.Data,Known.Data,Published.Work.On.Site,Published.Work,Notes
WHONDRS_S19S,S19S_0011,5-Aug-19,9:15,EDT,UGA Marine Sciences,NA,Christof Meile,Middle Oconee,5,Athens,Georgia,USA,Broadleaf evergreen tree,Overcast. Raining,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),5,10,33.95569,-83.437673,Approx. 100,Shallow waters near the shore,the water was very turbid. and no visual inspection was possible. I assume no algal mats present,No,Accessible direct sunlight (20-50% canopy cover),33.957827,-83.438589,100,Shallow waters near the shore,the water was very turbid. and no visual inspection was possible. I assume no algal mats present,No,Full sunlight (0-20% canopy cover),33.955686,-83.437674,100,Shallow waters near the shore,the water was very turbid. and no visual inspection was possible. I assume no algal mats present,No,Full sunlight (0-20% canopy cover),6.7,Not_Provided,Not_Provided,24,1900,https://waterdata.usgs.gov/ga/nwis/inventory/?site_no=02217500,Upstream,33.946667,-83.422778,Natural flow (seasonal),Yes,https://waterdata.usgs.gov/ga/nwis/uv/?site_no=02217770&PARAmeter_cd=00045 (precip); https://www.wunderground.com/dashboard/pws/KGAATHEN10 (WU),Yes,1,Yes one,7000m. Tallassee dam,No,Not_Provided,No,Not_Provided,Not_Provided,No,Not_Provided,"The field notes contain the following errors. which are corrected in this form:
- the written notes list the U-M distance as 5m (should be 10m). and D-M distance as 10m (should be 5m).
- access to sunlight: D and M have no shade (0% shading and 100% sunlight. instead of 100% canopy cover). The upstream site (U) has about 50% shading. 
Pictures: given the turbidity of the water. no pictures of the sediment could be taken. Sediments were collected by diving down into the water and scooping up sediment. The pictures uploaded represent the setting on land. not in the river. Sediment samples at D and M were fairly muddy. several sediment scoops at the upstream site contained a fair amount of leaves that were removed. 
Filter: the filter clogged after running the second set of replicates and at that point. we switched to the second filter (keeping the first filter clean). Filtering became difficult quickly again and filling vial ICR3 was challenging. When collecting samples for the third replicate for cations (CAT3). the sample collapsed (air might have gotten into the filter?) and water passed through the filter much more easily. We continued sampling CAT3. but the sample is much darker in color. indicating that the filter didn't work. and I suggest to discard that sample. We continued to filter the 125mL vial at the very end (S19S_0011_MER). After a little while. the filtering became harder again. so we discarded the water in it. filtered some more (~10mL). rinsed the bottle with that water and discarded it. and then filtered the required ~125mL. Thus. that sample *may* be valid. Given the above issues with filter #2. we preserved the first filter for microbial analyses with RNALater. "
WHONDRS_S19S,S19S_0012,13-Aug-19,9:40,EDT,Battelle-NEON D01,National Ecological Observatory (NEON) site: HOPB,Ryan Williams,Hop Brook,2,New Salem,Massachusetts,USA,Broadleaf deciduous tree,Overcast,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),15.2,50.8,42.47178,-72.33105,12,Downstream from obstacles,No,No,Full sunlight (0-20% canopy cover),42.47157,-72.33038,5,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),42.47179,-72.33027,4,Downstream from obstacles,No,No,Partial direct sunlight (50-80% canopy cover),6.5,105.1,9.63,18.2,30,https://data.neonscience.org/browse-data?showAllDates=true&siteCode=HOPB&dpCode=DP1.20193.001&dpCode=DP1.30006.001&dpCode=DP2.30020.001&dpCode=DP1.20141.001&dpCode=DP1.00002.001&dpCode=DP1.00001.001&dpCode=DP3.30019.001&dpCode=DP1.20053.001&dpCode=DP1.20206.001&dpCode=DP2.30011.001&dpCode=DP1.20282.001&dpCode=DP1.20194.001&dpCode=DP1.20126.001&dpCode=DP1.20107.001&dpCode=DP3.30026.001&dpCode=DP1.20275.001&dpCode=DP3.30010.001&dpCode=DP1.00098.001&dpCode=DP2.30012.001&dpCode=DP3.30018.001&dpCode=DP1.20002.001&dpCode=DP1.20097.001&dpCode=DP1.30003.001&dpCode=DP3.30024.001&dpCode=DP3.30011.001&dpCode=DP1.20276.001&dpCode=DP1.20105.001&dpCode=DP1.20072.001&dpCode=DP1.20280.001&dpCode=DP2.30026.001&dpCode=DP1.20042.001&dpCode=DP1.20217.001&dpCode=DP1.20277.001&dpCode=DP1.20086.001&dpCode=DP3.30012.001&dpCode=DP1.20197.001&dpCode=DP3.30025.001&dpCode=DP1.20166.001&dpCode=DP1.20281.001&dpCode=DP2.30014.001&dpCode=DP3.30022.001&dpCode=DP1.20120.001&dpCode=DP1.20066.001&dpCode=DP1.20278.001&dpCode=DP1.30001.001&dpCode=DP4.00130.001&dpCode=DP1.00023.001&dpCode=DP3.30006.001&dpCode=DP1.20163.001&dpCode=DP1.20092.001&dpCode=DP1.20288.001&dpCode=DP1.20279.001&dpCode=DP3.30014.001&dpCode=DP1.20015.001&dpCode=DP4.00131.001&dpCode=DP2.30016.001&dpCode=DP1.00024.001&dpCode=DP1.30010.001&dpCode=DP1.20190.001&dpCode=DP1.20138.001&dpCode=DP1.00004.001&dpCode=DP2.30022.001&dpCode=DP1.20093.001&dpCode=DP3.30016.001&dpCode=DP4.00133.001&dpCode=DP1.20063.001&dpCode=DP2.30019.001&dpCode=DP1.20191.001&dpCode=DP1.20016.001&dpCode=DP1.20267.001&dpCode=DP1.20033.001&dpCode=DP1.20100.001&dpCode=DP1.20048.001&dpCode=DP3.30015.001&dpCode=DP1.10111.001&dpCode=DP3.30020.001&dpCode=DP2.30018.001&dpCode=DP1.30008.001,Not_Provided,42.471802,-72.330656,Natural flow (seasonal),Yes,NEON  https://data.neonscience.org/home (HOPB),Yes,6,No,Not_Provided,No,Not_Provided,Yes,Various. please see data portal https://data.neonscience.org/home,NEON data portal has SpC data from the site https://data.neonscience.org/home,No,Not_Provided,Gauging station was approx. at midpoint of downstream and upstream sample sites.
WHONDRS_S19S,S19S_0013,19-Aug-19,10:05,EDT,Battelle-NEON,National Ecological Observatory (NEON) site: POSE,Jim Coloso and Becca Osborne,Posey Creek,1,Front Royal,Virginia,USA,Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),10,16,38.8944,-78.1474,3,Shallow waters near the shore,No,No,No or almost no direct sunlight (>80% canopy cover),38.8945,-78.1474,7,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),38.8952,-78.1476,9,Pool lip,No,No,Full sunlight (0-20% canopy cover),6.5,85.5,7.56,21.1,2,https://data.neonscience.org/browse-data?showAllDates=true&siteCode=POSE&dpCode=DP1.20193.001&dpCode=DP1.20120.001&dpCode=DP1.20066.001&dpCode=DP1.20141.001&dpCode=DP1.20278.001&dpCode=DP1.00002.001&dpCode=DP1.00001.001&dpCode=DP1.20053.001&dpCode=DP1.20206.001&dpCode=DP1.00023.001&dpCode=DP1.20282.001&dpCode=DP1.20163.001&dpCode=DP1.20092.001&dpCode=DP1.20194.001&dpCode=DP1.20126.001&dpCode=DP1.20107.001&dpCode=DP1.20288.001&dpCode=DP1.20279.001&dpCode=DP1.20275.001&dpCode=DP1.00098.001&dpCode=DP1.20015.001&dpCode=DP4.00131.001&dpCode=DP1.20002.001&dpCode=DP1.00024.001&dpCode=DP1.20190.001&dpCode=DP1.20097.001&dpCode=DP1.20138.001&dpCode=DP1.00004.001&dpCode=DP1.20093.001&dpCode=DP1.20276.001&dpCode=DP1.20105.001&dpCode=DP1.20191.001&dpCode=DP1.20016.001&dpCode=DP1.20267.001&dpCode=DP1.20033.001&dpCode=DP1.20100.001&dpCode=DP1.20072.001&dpCode=DP1.20280.001&dpCode=DP1.20042.001&dpCode=DP1.20217.001&dpCode=DP1.20277.001&dpCode=DP1.20086.001&dpCode=DP1.20048.001&dpCode=DP1.20197.001&dpCode=DP1.20166.001&dpCode=DP1.20281.001,Downstream,Not_Provided,Not_Provided,Natural flow (seasonal). Evapotranspiration,Yes, https://data.neonscience.org/home (POSE),Yes,1,No,Not_Provided,No,Not_Provided,Yes,Nitrate. PRT. microbes. chemical properties. etc https://data.neonscience.org/browse-data?showAllDates=true&siteCode=POSE&dpCode=DP1.20193.001&dpCode=DP1.20120.001&dpCode=DP1.20066.001&dpCode=DP1.20141.001&dpCode=DP1.20278.001&dpCode=DP1.00002.001&dpCode=DP1.00001.001&dpCode=DP1.20053.001&dpCode=DP1.20206.001&dpCode=DP1.00023.001&dpCode=DP1.20282.001&dpCode=DP1.20163.001&dpCode=DP1.20092.001&dpCode=DP1.20194.001&dpCode=DP1.20126.001&dpCode=DP1.20107.001&dpCode=DP1.20288.001&dpCode=DP1.20279.001&dpCode=DP1.20275.001&dpCode=DP1.00098.001&dpCode=DP1.20015.001&dpCode=DP4.00131.001&dpCode=DP1.20002.001&dpCode=DP1.00024.001&dpCode=DP1.20190.001&dpCode=DP1.20097.001&dpCode=DP1.20138.001&dpCode=DP1.00004.001&dpCode=DP1.20093.001&dpCode=DP1.20276.001&dpCode=DP1.20105.001&dpCode=DP1.20191.001&dpCode=DP1.20016.001&dpCode=DP1.20267.001&dpCode=DP1.20033.001&dpCode=DP1.20100.001&dpCode=DP1.20072.001&dpCode=DP1.20280.001&dpCode=DP1.20042.001&dpCode=DP1.20217.001&dpCode=DP1.20277.001&dpCode=DP1.20086.001&dpCode=DP1.20048.001&dpCode=DP1.20197.001&dpCode=DP1.20166.001&dpCode=DP1.20281.001,https://data.neonscience.org/browse-data?showAllDates=true&siteCode=POSE&dpCode=DP1.20193.001&dpCode=DP1.20120.001&dpCode=DP1.20066.001&dpCode=DP1.20141.001&dpCode=DP1.20278.001&dpCode=DP1.00002.001&dpCode=DP1.00001.001&dpCode=DP1.20053.001&dpCode=DP1.20206.001&dpCode=DP1.00023.001&dpCode=DP1.20282.001&dpCode=DP1.20163.001&dpCode=DP1.20092.001&dpCode=DP1.20194.001&dpCode=DP1.20126.001&dpCode=DP1.20107.001&dpCode=DP1.20288.001&dpCode=DP1.20279.001&dpCode=DP1.20275.001&dpCode=DP1.00098.001&dpCode=DP1.20015.001&dpCode=DP4.00131.001&dpCode=DP1.20002.001&dpCode=DP1.00024.001&dpCode=DP1.20190.001&dpCode=DP1.20097.001&dpCode=DP1.20138.001&dpCode=DP1.00004.001&dpCode=DP1.20093.001&dpCode=DP1.20276.001&dpCode=DP1.20105.001&dpCode=DP1.20191.001&dpCode=DP1.20016.001&dpCode=DP1.20267.001&dpCode=DP1.20033.001&dpCode=DP1.20100.001&dpCode=DP1.20072.001&dpCode=DP1.20280.001&dpCode=DP1.20042.001&dpCode=DP1.20217.001&dpCode=DP1.20277.001&dpCode=DP1.20086.001&dpCode=DP1.20048.001&dpCode=DP1.20197.001&dpCode=DP1.20166.001&dpCode=DP1.20281.001,No,Not_Provided,All sample types collected from POSE can be found by using any of the links provided and downloading the NEON data. There is also a phenocam network that has coverage of the stream gauge which can be found here: https://phenocam.sr.unh.edu/webcam/sites/NEON.D02.POSE.DP1.20002/
WHONDRS_S19S,S19S_0014,19-Aug-19,12:51,EDT,Battelle-NEON,National Ecological Observatory (NEON) site: LEWI,Jim Coloso and Becca Osborne,Lewis Run,2,Berryville,Virginia,USA,Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),34,53,39.0944,-77.9815,14,Pool lip,No,No,Partial direct sunlight (50-80% canopy cover),39.0942,-77.9812,15,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),39.0941,-77.9808,9,run edge,Low,No,Partial direct sunlight (50-80% canopy cover),7.5,100.9,9.6,18.8,Not_Provided,https://data.neonscience.org/browse-data?showAllDates=true&siteCode=LEWI&dpCode=DP1.20193.001&dpCode=DP1.20120.001&dpCode=DP1.20066.001&dpCode=DP1.20141.001&dpCode=DP1.20278.001&dpCode=DP1.00002.001&dpCode=DP1.00001.001&dpCode=DP1.20053.001&dpCode=DP1.20206.001&dpCode=DP1.00023.001&dpCode=DP1.20282.001&dpCode=DP1.20163.001&dpCode=DP1.20092.001&dpCode=DP1.20194.001&dpCode=DP1.20126.001&dpCode=DP1.20107.001&dpCode=DP1.20288.001&dpCode=DP1.20279.001&dpCode=DP1.20275.001&dpCode=DP1.00098.001&dpCode=DP1.20015.001&dpCode=DP4.00131.001&dpCode=DP1.20002.001&dpCode=DP1.00024.001&dpCode=DP1.20190.001&dpCode=DP1.20097.001&dpCode=DP1.20138.001&dpCode=DP1.00004.001&dpCode=DP1.20093.001&dpCode=DP1.20276.001&dpCode=DP1.20105.001&dpCode=DP1.20191.001&dpCode=DP1.20016.001&dpCode=DP1.20267.001&dpCode=DP1.20033.001&dpCode=DP1.20100.001&dpCode=DP1.20072.001&dpCode=DP1.20280.001&dpCode=DP1.20042.001&dpCode=DP1.20217.001&dpCode=DP1.20277.001&dpCode=DP1.20086.001&dpCode=DP1.20048.001&dpCode=DP1.20197.001&dpCode=DP1.20166.001&dpCode=DP1.20281.001,Downstream,Not_Provided,Not_Provided,Natural flow (seasonal). Evapotranspiration. Water treatment plant upstream causes water level to vary occasionally,Yes, https://data.neonscience.org/home (LEWI),Yes,1,No,Not_Provided,No,There is a water treatment plant upstream. unknown distance,Yes,https://data.neonscience.org/browse-data?showAllDates=true&siteCode=LEWI&dpCode=DP1.20193.001&dpCode=DP1.20120.001&dpCode=DP1.20066.001&dpCode=DP1.20141.001&dpCode=DP1.20278.001&dpCode=DP1.00002.001&dpCode=DP1.00001.001&dpCode=DP1.20053.001&dpCode=DP1.20206.001&dpCode=DP1.00023.001&dpCode=DP1.20282.001&dpCode=DP1.20163.001&dpCode=DP1.20092.001&dpCode=DP1.20194.001&dpCode=DP1.20126.001&dpCode=DP1.20107.001&dpCode=DP1.20288.001&dpCode=DP1.20279.001&dpCode=DP1.20275.001&dpCode=DP1.00098.001&dpCode=DP1.20015.001&dpCode=DP4.00131.001&dpCode=DP1.20002.001&dpCode=DP1.00024.001&dpCode=DP1.20190.001&dpCode=DP1.20097.001&dpCode=DP1.20138.001&dpCode=DP1.00004.001&dpCode=DP1.20093.001&dpCode=DP1.20276.001&dpCode=DP1.20105.001&dpCode=DP1.20191.001&dpCode=DP1.20016.001&dpCode=DP1.20267.001&dpCode=DP1.20033.001&dpCode=DP1.20100.001&dpCode=DP1.20072.001&dpCode=DP1.20280.001&dpCode=DP1.20042.001&dpCode=DP1.20217.001&dpCode=DP1.20277.001&dpCode=DP1.20086.001&dpCode=DP1.20048.001&dpCode=DP1.20197.001&dpCode=DP1.20166.001&dpCode=DP1.20281.001,https://data.neonscience.org/browse-data?showAllDates=true&siteCode=LEWI&dpCode=DP1.20193.001&dpCode=DP1.20120.001&dpCode=DP1.20066.001&dpCode=DP1.20141.001&dpCode=DP1.20278.001&dpCode=DP1.00002.001&dpCode=DP1.00001.001&dpCode=DP1.20053.001&dpCode=DP1.20206.001&dpCode=DP1.00023.001&dpCode=DP1.20282.001&dpCode=DP1.20163.001&dpCode=DP1.20092.001&dpCode=DP1.20194.001&dpCode=DP1.20126.001&dpCode=DP1.20107.001&dpCode=DP1.20288.001&dpCode=DP1.20279.001&dpCode=DP1.20275.001&dpCode=DP1.00098.001&dpCode=DP1.20015.001&dpCode=DP4.00131.001&dpCode=DP1.20002.001&dpCode=DP1.00024.001&dpCode=DP1.20190.001&dpCode=DP1.20097.001&dpCode=DP1.20138.001&dpCode=DP1.00004.001&dpCode=DP1.20093.001&dpCode=DP1.20276.001&dpCode=DP1.20105.001&dpCode=DP1.20191.001&dpCode=DP1.20016.001&dpCode=DP1.20267.001&dpCode=DP1.20033.001&dpCode=DP1.20100.001&dpCode=DP1.20072.001&dpCode=DP1.20280.001&dpCode=DP1.20042.001&dpCode=DP1.20217.001&dpCode=DP1.20277.001&dpCode=DP1.20086.001&dpCode=DP1.20048.001&dpCode=DP1.20197.001&dpCode=DP1.20166.001&dpCode=DP1.20281.001,No,Not_Provided,Any and all additional data about LEWI can be found at the NEON Data portal. There is also a phenocam that provides images of the staff gauge which can be found here: https://phenocam.sr.unh.edu/webcam/sites/NEON.D02.LEWI.DP1.20002/
WHONDRS_S19S,S19S_0015,5-Aug-19,9:48,EST,Battelle-NEON,National Ecological Observatory (NEON) site: FLNT,Felipe Sanchez,Flint River,7,Newton,Georgia,USA,Needleleaf deciduous tree. Broadleaf deciduous tree,Overcast. Raining. Intermittent light showers,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,116,161,31.185895,-84.437254,94.488,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),31.184508,-84.437802,131.064,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),31.184396,-84.439009,222.504,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),7,88.3,6.87,28.2,Not_Provided,https://waterdata.usgs.gov/nwis/uv?site_no=02353000,Downstream,31.30694,-84.33889,Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping,Not_Provided,Not_Provided,Yes,Not_Provided,Yes multiple,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0016,12-Aug-19,9:29,CDT,Battelle-NEON D06,National Ecological Observatory (NEON) site: KING,JKukulski. EGawanda,King's Creek,2,Manhattan,Kansas,USA,Broadleaf deciduous tree. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Gravel/cobble (>2mm),67,22,39.10415,-96.60276,16,Pool lip,High,No,Partial direct sunlight (50-80% canopy cover),39.10429,-96.60286,15,Downstream from obstacles,High,No,Partial direct sunlight (50-80% canopy cover),39.10445,-96.6025,17,Pool lip,Low,No,Accessible direct sunlight (20-50% canopy cover),7.5,48.7,4.37,18.5,15,Not_Provided,Downstream,Not_Provided,Not_Provided,Natural flow (seasonal),No,Not_Provided,Yes,0,No,Not_Provided,No,Not_Provided,Yes,YSI Multisonde,Not_Provided,No,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0017,26-Aug-19,9:15,CDT,Battelle-NEON,National Ecological Observatory (NEON) site: MCDI,EGawanda. JKukulski,McDiffett Creek,3,Manhattan,Kansas,USA,Broadleaf deciduous tree. Crop,Overcast. Raining,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),25,20,38.94684,-96.44389,5,Shallow waters near the shore,Low,No,No or almost no direct sunlight (>80% canopy cover),38.94667,-96.44379,18.5,Inside bend of a stream,Low,No,Accessible direct sunlight (20-50% canopy cover),38.94668,-96.44355,14,Pool lip,Low,No,Accessible direct sunlight (20-50% canopy cover),7.5,85.4,7.3,20.7,60,Not_Provided,Downstream,Not_Provided,Not_Provided,Natural flow (seasonal),No,Not_Provided,Yes,0,No,Not_Provided,No,Not_Provided,Yes,EXO Multisonde,Not_Provided,No,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0018,5-Aug-19,11:25,EDT,Battelle-NEON D07,National Ecological Observatory (NEON) site: LECO,Geoff Schwaner,LeConte Creek,2,Gatlinburg,Tennessee,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Partly cloudy,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),40.8,45.5,35.6918387,-83.5041467,9,Shallow waters near the shore,No,No,Partial direct sunlight (50-80% canopy cover),35.692083,-83.5044488,26,Pool lip,No,No,Partial direct sunlight (50-80% canopy cover),35.6922935,-83.504941,15,Pool lip,No,No,Partial direct sunlight (50-80% canopy cover),6.5,103.2,9.8,18.3,40.8,https://data.neonscience.org/home,Downstream,35.692194,-83.504417,Natural flow (seasonal). Evapotranspiration,Yes,https://data.neonscience.org/home,Yes,1,Not_Provided,Not_Provided,No,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0019,19-May-19,9:30,EST,Battelle-NEON D07,National Ecological Observatory (NEON) site: WALK,Geoff Schwaner,Walker Branch,1,Oak Ridge,Tennessee,USA,Broadleaf deciduous tree,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),34,42.5,35.9572803,-84.2786976,12,Pool lip,Low,No,Partial direct sunlight (50-80% canopy cover),35.956601,-84.2789099,8,Shallow waters near the shore,No,Low,Partial direct sunlight (50-80% canopy cover),35.9563807,-84.278999,6,Shallow waters near the shore,No,Low,No or almost no direct sunlight (>80% canopy cover),8,121.9,11.46,18.3,50,https://data.neonscience.org/home,Downstream,35.95722,-84.279151,Natural flow (seasonal). Evapotranspiration,Yes,https://data.neonscience.org/home,Yes,1,No,Not_Provided,No,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0020,19-Aug-19,12:40,CST,Battelle-NEON D08,National Ecological Observatory (NEON) site: TOMB,Jamie Galloway,Tombigbee River,7,Toxey AL,Alabama,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,10,11.3,31.8531,-88.15748,21.5,Shallow waters near the shore,No,No,Accessible direct sunlight (20-50% canopy cover),31.85302,-88.1575,26,Shallow waters near the shore,No,Low,Full sunlight (0-20% canopy cover),31.85294,-88.15755,30.5,Shallow waters near the shore,No,No,Full sunlight (0-20% canopy cover),7.5,93.4,6.61,30.5,30,https://data.neonscience.org/home,Upstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,https://data.neonscience.org/home (TOMB),No,Not_Provided,Yes multiple,Not_Provided,Yes,This river has tons of input from factories and agriculture. ,Yes,https://data.neonscience.org/home,140 - 200 NEON data https://data.neonscience.org/home,Not_Provided,Not_Provided,Rinsed raw vials 3 times before sampling; occasional boats passing while sampling - waited ~ 5 minutes after wake ; used 2 sterivex filters. 
WHONDRS_S19S,S19S_0021,20-Aug-19,12:13,CST,Battelle-NEON D08,National Ecological Observatory (NEON) site: BLWA,Jamie Galloway,Black Warrior,6,Demopolis,Alabama,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),18,28.2,32.54108,-87.79821,26,Shallow waters near the shore,No,Low,Partial direct sunlight (50-80% canopy cover),32.54082,-87.79828,21,Shallow waters near the shore,No,Low,Full sunlight (0-20% canopy cover),32.54069,-87.79835,15,Shallow waters near the shore,No,Low,Partial direct sunlight (50-80% canopy cover),7.5,90.5,6.55,33.4,30,https://data.neonscience.org/home,Upstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,https://data.neonscience.org/home,No,Not_Provided,Yes multiple,Not_Provided,Yes,agriculture and industry are prevalent along this river.,Yes,https://data.neonscience.org/home,100 - 150,Yes,https://data.neonscience.org/home,Rinsed raw bottles 3x. sampled from side of boat following protocol.
WHONDRS_S19S,S19S_0022,5-Aug-19,9:25,CST,Battelle-NEON D08,National Ecological Observatory (NEON) site: MAYF,Jamie Galloway,Mayfield Creek,7,Moundville,Alabama,USA,Broadleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,19.5,10.3,32.96142,-87.40828,15,Riffle,No,No,Partial direct sunlight (50-80% canopy cover),32.96156,-87.40821,9,Inside bend of a stream,No,No,Partial direct sunlight (50-80% canopy cover),32.96161,-87.40811,12.5,Inside bend of a stream,No,No,No or almost no direct sunlight (>80% canopy cover),7,84.9,7.45,22.3,20,https://data.neonscience.org/home,Downstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,https://data.neonscience.org/home - Mayfield Creek Meteorological Station,Yes,2,No,Not_Provided,No,Not_Provided,No,Not_Provided,14 - 16,Yes,Not_Provided,Rinsed raw water sample containers with stream water 3x - not stated in protocol. Downstream site was below a mid-channel island. This stream contains a lot of woody debris. 
WHONDRS_S19S,S19S_0023,6-Aug-19,11:38,MST,Battelle-NEON,National Ecological Observatory (NEON) site: ARIK,Richard Lehrter,Arikaree River,4,Idalia,Colorado,USA,Broadleaf deciduous tree. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Intermittent,Sand,21,36,39.75854,-102.44917,19,Inside bend of a stream,Low,High,Full sunlight (0-20% canopy cover),39.75861,-102.44896,12.5,Shallow waters near the shore,High,High,Full sunlight (0-20% canopy cover),39.75841,-102.44896,29.5,Pool lip,No,Low,Full sunlight (0-20% canopy cover),7.5,52.7,3.83,24.7,10,data.neonscience.org,Upstream,39.7584,-102.44859,Natural flow (seasonal). Irrigation pumping,Yes,https://data.neonscience.org/home,No,Not_Provided,No,Not_Provided,No,Not_Provided,Yes,https://data.neonscience.org/home,https://data.neonscience.org/home,Yes,https://data.neonscience.org/home,Not_Provided
WHONDRS_S19S,S19S_0024,18-Aug-19,12:40,CDT,Battelle-NEON,National Ecological Observatory (NEON) site: BLUE,Kaitlan Jones,Blue River,4,Connerville,Oklahoma,USA,Broadleaf deciduous tree. Grass,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Bedrock (primarily),27,23,34.44251,-96.62259,37.5,Shallow waters near the shore,Low,No,Accessible direct sunlight (20-50% canopy cover),34.44223,-96.62255,29.5,Pool lip,Low,No,Partial direct sunlight (50-80% canopy cover),34.44205,-96.6227,29,Inside bend of a stream,Low,No,Partial direct sunlight (50-80% canopy cover),7,101.7,8.68,25.9,10931,https://waterdata.usgs.gov/ok/nwis/uv?site_no=07332390,Upstream,34.38341,-96.59999,Natural flow (seasonal),Yes,https://data.neonscience.org/browse-data?showAllDates=true&showAllSites=true&showTheme=atmos,Yes,5,No,Not_Provided,No,Not_Provided,Yes,"Elevation of surface water
Nitrate in surface water
Photosynthetically active radiation below water surface
Stream discharge
Stream discharge rating curve
Surface water data
Temperature (PRT) in surface water
Temperature at specific depth in surface water
Aquatic Stable Isotopes
Dissolved Gas
pH
Aquatic Microbes
Reaeration",401-585,No,Not_Provided,Did not obtain a picture of the upstream sediment sample
